barcode;amount
43739930825;1
27530350279;1
65745405992;1
35373132461;10
93388133482;7
57369228607;4
58090650585;2
82333102571;7
42866215500;8
13564862915;9
30392970098;4
22723327824;1
63346609051;8
59252803949;5
83759318655;9
50634314267;10
72472681158;4
15632738873;5
81767284153;9
67234781104;10
39950674033;5
74063085987;3
61057343217;8
54226256831;10
31894492753;3
31864066825;1
59838145236;3
31523689940;2
59146861686;8
90308117865;10
18288348400;1
40651496061;3
66182380449;9
95130818023;6
43987752916;7
17292437064;10
41042602686;3
47521013058;5
85523096826;9
78955571915;1
53288644960;3
55773087705;2
69968327409;6
46021041976;3
30100206171;1
16596055832;4
77531270453;1
36370965926;10
18561906642;8
59924013530;10
59228951658;1
93669317269;9
80691396262;2
29628383217;7
88293727338;5
77506225033;5
38763479769;3
39217490697;7
92880933662;2
67141179550;2
45281718022;2
15289819483;7
18059608461;8
97026281883;3
28211312201;7
89392877099;3
68106954504;2
67347561409;7
43827075813;3
39418014213;7
45281718022;9
37116315016;4
84057648588;1
75286148994;1
55115126934;4
10209389008;1
76084153592;8
80699832454;8
66994330136;8
67713077697;3
50934778004;1
71286314710;5
43162565303;7
97947822302;5
94271532765;9
47020436336;9
19596939046;1
65249680295;4
44634808465;5
88859729539;7
85517221065;7
65124218173;7
93667641180;3
66738700014;2
39220678418;7
79441388552;6
42084703515;4
29470481412;2
85977297355;5
50382534707;6
14742188381;1
76386524696;4
62919228194;3
28656024746;4
70414870332;2
32679484767;6
61465650837;4
46629124461;6
23792483873;5
97394390361;2
10261768508;2
56377059438;2
64778736309;1
38065747044;2
27738107131;5
37545763086;1
86198050421;9
75866262911;3
31122397265;1
60854902282;2
75346258786;3
63188015047;3
20651126736;3
87520878914;3
51876349480;6
13038835596;4
17588852822;2
85054499094;9
90238143243;3
65070756696;4
57951212536;1
49905717621;4
25879711412;1
13234621349;6
34015880600;7
27983810829;6
13706385519;3
97819110354;9
73508272700;2
22491363288;7
45344355694;3
33420672754;5
16259608150;2
90805851729;10
74150631383;1
90020274937;8
30026387005;4
45250546015;4
40379412115;6
13335298583;7
22554756808;6
51246449366;5
54630867812;3
11280687530;1
24398743469;1
25799370856;4
35921203865;6
94389656987;10
10825432466;1
92136341426;2
85752584824;10
43820420890;3
13655144157;6
55758767525;7
99519486017;8
39532340420;10
69560629342;5
42413321515;7
63188015047;4
22156867090;5
76172208225;6
49020465704;3
73484602785;1
27918690895;7
36247884081;1
95355661319;3
12463601751;4
78336904634;10
30248610606;6
48800779047;6
88615463795;1
53892231754;3
42844762894;9
29628383217;10
66589125308;10
17836813861;7
21900036237;10
19886106077;2
91268320734;10
65770830914;5
75857721844;5
78050240604;6
76050392413;7
23507328895;6
13554398027;7
29322491879;9
41488051277;1
23992905846;8
28459538344;1
89989455297;9
55957229773;6
24347056393;5
98403332041;1
15244527644;5
27163033881;8
74031362399;8
52484911205;10
74926520980;8
81120318072;4
40269811674;4
90214907052;3
74233268720;8
94718551897;4
92074303191;5
19336462769;7
79618969876;7
11812638865;10
21788470485;8
36161053522;8
46031664040;7
84487380939;1
36696282636;4
47401242403;3
49742858958;6
73813173305;3
76705763610;9
65295097532;6
40384412029;3
71541814686;1
29683031903;10
23136944738;6
73683521487;8
83585262691;3
52130956640;10
11359128099;10
30574125864;10
61450053364;4
55992159034;8
43255032293;9
12839170114;1
84144104525;10
66969854685;7
80609683236;10
77706946253;5
36916466040;8
62677253985;2
61964742434;2
96120306511;2
66049841263;8
81903064929;2
72546737637;1
52227575512;6
67871027179;7
21723968971;7
96102020788;5
41767761095;4
67316500891;5
14873210467;2
36957481429;9
46591456437;5
10636639348;5
94579287047;2
38777247599;2
96300718241;6
56329325342;4
67387166665;1
57838862550;8
20525591183;9
24607055885;3
83540321206;7
96971017058;7
25626013949;1
72353390243;5
53980156717;2
22130808396;4
76577125711;9
11853189233;4
14773511641;10
90448909109;7
33183539979;1
53878250294;6
66226832300;1
43907375340;8
77334647244;2
51349489620;8
71589014506;9
33753321401;9
81452133323;1
13718152040;5
77045606561;4
40619797396;5
32457119701;7
67581947583;8
86721745944;10
61479561667;9
59807485608;9
73283142075;10
74544058908;1
76789550765;3
79453518432;5
75833133505;10
58530130251;9
86721745944;5
40299352367;10
22639497431;3
83603226857;9
84924585298;9
59437835456;10
56238110875;9
85874407509;5
98448232307;7
40324146960;3
39217490697;8
20139024438;8
65914419350;2
29284882438;3
34774857531;8
70807711663;5
39920759085;10
31799135017;8
92072027300;6
97201847607;3
40990110481;4
30026387005;10
26882535407;5
44689441999;9
90192962500;10
99770403017;10
40529506103;6
36299749687;10
41888437455;3
45854277592;3
77853497642;9
46037125368;3
21690673341;3
93211931167;9
85212488407;4
50582426230;2
19340115586;8
20224785416;9
44026836281;5
48541083086;1
77022882287;9
78157049585;7
79318017482;7
34226084802;9
80861191396;3
71437523547;9
10539521652;3
17096480817;7
48390055789;3
22093882102;10
30392970098;6
99146549408;6
67509705357;4
29683031903;8
78393108969;5
50477373003;5
29968857988;8
47696308713;1
34233091808;7
14090369786;1
45983442069;5
75120572101;1
13716653535;6
45858961946;6
89281391817;3
47824239966;9
72240734388;1
87923595840;7
20000346232;1
52737626031;7
78497829863;10
11683662886;2
37685605636;5
47554986750;3
35097270098;3
30869906868;8
74456399122;7
38669836628;9
20252609433;6
50676255887;6
40795655436;2
43226261880;10
95659773340;7
98535474727;7
36658187612;7
61602798685;6
35966325649;9
81608182479;8
19418693909;3
89274719018;5
65465427700;6
65604676766;10
50890381466;2
43775339807;7
97128341450;3
48707191146;6
22781204696;10
91956693361;2
86217439298;7
41629973312;2
46982248460;5
78721998850;10
59260171515;3
38487530580;2
18758785295;8
85193719991;3
95339613349;2
18114419824;7
73208391599;10
54047356252;5
15169174426;6
99366927292;5
25303737516;10
71713183591;1
12641921330;4
51327474946;6
77772533527;2
45421026301;8
20612650615;8
46930749764;10
94143522498;7
46945974724;7
90515177865;1
37222679117;5
77902282676;9
71446648887;9
41742807572;8
77334647244;3
86155092853;4
15885569420;6
94303186428;8
97148926324;9
67154046663;9
28734831982;5
20550640695;4
76425284206;5
52719230739;9
73795665702;6
19569206147;2
78230612751;4
83304967814;6
20291189674;4
50469996519;9
66390871229;10
84543637176;3
19101271405;3
89178797974;9
53098391125;10
28952727659;2
36340480056;2
18321074888;4
11786650412;4
72722173053;10
54134542166;3
21603897700;3
52088773903;6
38650047197;10
39532340420;6
96415984759;4
70369296068;10
83174121124;4
21200518971;5
81945990837;5
37243596472;10
60047594697;6
95348555364;3
43327774360;7
42767132762;8
83299539485;7
24356265834;1
24091963800;10
80664230163;9
10539521652;8
16080242043;4
35043345962;9
67433361418;2
49528135086;7
84977941928;8
12391123829;2
52090593480;3
50084188724;10
94828316109;6
35874659381;10
59003262505;3
59706497454;4
58130274043;3
96599500275;5
81439368110;2
75213799565;1
62483565698;7
84481832774;10
64710360781;6
86363915968;6
53373065572;10
76101213827;3
36561740327;2
48750711060;3
35354146284;2
85632169275;1
73568070994;3
53318950600;9
77829342170;9
40795655436;7
45625925489;10
62967005013;2
99323349812;10
12663891033;3
75807806304;5
51102116497;5
21788470485;2
16829097135;10
85886268113;5
31928707586;10
19742844482;10
28391902382;2
48928154669;2
23678897354;8
18772843788;8
34937087005;3
96148586500;8
70318326591;10
40367785014;1
69332022682;5
60057502242;6
92439179690;9
80806879728;1
79585021893;3
75647585123;9
92193770429;9
74924446362;7
64018919641;7
49498555965;9
73251830104;3
22489392878;7
96675803332;8
76406140629;2
94840846484;1
70148447487;3
17288548619;10
10112341252;8
19635402541;6
32190573207;10
89554365138;9
78230612751;10
88776201237;8
64902324742;3
80473122795;8
37235962737;5
32300723417;3
46918787648;10
96332467525;7
58012557082;8
75097912674;6
16140259750;9
69935532157;7
98036274794;10
44069587100;9
79318004214;7
97827943964;5
27287512000;3
94307285319;7
42788092647;6
21006663221;1
10863463390;6
17240409828;9
67347561409;7
19260291761;9
70315737903;6
26328837147;1
13765388233;1
40666841398;1
29570048783;8
59174668433;10
49389081184;1
69194997090;9
51304572281;3
47867950624;5
39004761856;9
68479654309;2
70012679028;4
52758945322;5
90982101793;6
76282760467;6
23353461953;8
50180521235;3
97564875374;8
41867303317;8
91868507334;7
34308039275;3
82484890677;5
97657223947;10
61900712393;10
73263044395;2
78160410569;6
34659655245;6
83288717185;1
93033917085;9
66626577747;2
54620256925;7
87595278726;2
66385382456;3
88344845253;5
45278182628;2
58825872377;9
46611993129;2
47509504430;3
52227575512;7
44859566549;7
51271122144;6
51572569516;10
65965262370;10
89976814367;8
13706385519;5
16259608150;8
74677303765;2
79030688434;10
94644354045;8
66390871229;10
29650451452;10
80420784150;1
50377792836;2
79404480944;4
77498502867;2
37326583162;3
72536543282;1
36372678853;9
84582759742;3
49365123040;5
53559332561;5
96471612629;3
86394997684;7
72465135632;1
42274981311;5
85000524611;7
59437835456;2
84544401525;10
60231424912;8
84543637176;10
78239405734;4
19769683785;2
18246611520;4
37792243553;8
74681743221;1
22967205358;9
80637581831;9
57526570822;1
63679484605;8
95427288306;4
20257869330;7
91779915476;9
27426618776;6
68281438178;1
76556150685;3
68985010145;1
31921004463;4
72456854718;3
73181769831;6
85540014162;10
32815928430;1
96666808209;8
16000691436;5
46009249586;5
44158945429;3
22244624994;8
49333981871;7
61111727081;5
68333299794;8
56269104086;9
18523617544;9
69785425538;10
80748885280;4
55457675636;9
56893605527;5
59025421291;2
53679584816;6
49711314727;2
85773934867;1
53146821946;1
22740492440;8
31044127787;7
55687634438;2
47824239966;7
10825432466;9
77488812137;9
60555166576;5
39870353164;8
78036958743;3
61263619662;2
26306746934;4
95707064491;4
30248610606;10
50773665264;6
44634808465;1
22495809106;5
51091175677;8
86179160177;5
29085834442;1
87435233980;5
20630659032;5
82728852039;6
35914136868;2
21136245496;6
98201233369;5
11762222758;5
92144956635;8
50940322870;6
54943001010;1
32154947560;10
95696509322;8
47074349655;6
94196881473;10
38000397745;5
67454996720;6
30093571972;2
18116880132;6
84974051728;7
39101751162;7
70939668545;8
22565183463;2
32023974610;6
21422409767;7
89883059977;9
14094543878;9
94842793743;7
76176811931;8
66545921160;3
31627147321;1
81381964071;5
96799088147;4
17096480817;4
10716513231;7
18215738779;3
66979560147;8
66299576431;10
71035265296;1
93735534388;6
73484602785;6
28671414767;9
73083891556;4
45177023661;9
12748942401;4
64569051186;3
90576141156;4
76018605257;4
40979462118;10
77533440801;7
87757740610;4
95963304656;5
27025128949;2
95629716297;10
73985819057;5
88780696654;10
82621395568;3
85645088351;2
37743016552;3
23030062238;3
38586302261;4
96799088147;6
39591874492;1
19501644315;2
48372321909;6
21113166476;4
94769602981;7
94143522498;4
90794857380;7
66369339977;6
25602136039;8
73127416698;2
32867171731;7
72886443750;7
12826876593;8
26729173403;10
10419283530;3
21214318247;6
12340018734;10
96384581403;6
39890990623;6
92674806807;10
19646884189;3
23027216827;9
93000332404;5
19381330532;10
97353996117;2
65348908271;1
65437906036;4
36696282636;8
76475734876;4
98881695995;9
41233343952;5
79441388552;4
50567855953;7
10481426541;7
48222140622;6
43846114299;7
40607795559;9
56585622835;10
97917703689;5
32924043044;5
23743359201;6
23018466229;8
44158945429;5
25953864531;7
58327966399;5
66182380449;2
71130231217;10
41139903470;9
58779851610;5
72069748403;2
31497106131;4
53679584816;2
38117896979;6
73565356321;5
26693287842;3
21141972525;10
19362176663;3
72718758043;10
73402294786;7
64882797543;10
58521682342;10
98984823393;6
36916466040;4
70312822280;10
94419756706;7
40977798941;5
38108685548;10
58150857058;4
33191283316;6
77918387626;5
50474598211;4
28033916965;2
55706114476;6
61004766236;8
75418423943;1
12466026451;2
50026397718;7
36433294045;5
17449292276;5
29672050562;5
85874407509;5
67157084572;10
20856058586;7
19426162380;5
92001114789;9
24315642987;8
74339276194;10
78502176785;3
93081453007;4
82207130967;4
42053879929;1
42844762894;5
13494263296;3
99413941159;8
69435584502;3
34618634261;2
81459236963;8
47023331269;4
88748584952;10
63806764866;10
50572930404;6
50378101354;4
84943320758;8
68342635057;9
32425436834;6
47123006910;8
92793400917;1
40598899016;3
50969466176;10
46296947727;4
79886878677;2
76581899063;1
89759137582;4
28419074745;6
79991160022;9
21136245496;1
74761153735;4
14668773298;8
77137263343;1
73092052557;2
40773257818;9
58991261631;2
24972354020;10
69122045601;9
66751899859;6
62195946564;4
71264268760;10
18396894164;6
10451129269;6
53759945957;9
90474513432;8
99774513068;1
62195946564;8
15927760861;4
31044127787;4
35898941231;5
88297821601;7
94862023798;10
49130492105;1
74032744837;6
43846114299;2
11657672104;3
72202943489;4
63016238167;7
54962375898;1
64075118858;4
34060955784;5
38669836628;2
87392426617;6
50817767354;2
95192911460;5
41303213305;10
43454322791;7
54608982994;2
47777273921;8
19835023632;7
54798187809;9
92453579257;3
78438710113;1
87909009690;8
40413447876;2
98037259289;10
91177221712;9
27295216126;4
88683947688;9
82484890677;7
38487530580;1
47102905090;10
12278618835;1
83283869508;4
48065771481;3
70392892150;10
43947050782;8
46417463138;4
97739655679;5
47141464605;10
95212586940;5
27135756433;9
42938247062;2
90661585586;9
76556150685;5
95629716297;10
49089959949;9
51730475381;1
97831460623;8
85326782339;9
47549962000;7
94077522419;7
58632874407;5
92908092375;7
69595217784;6
59119896540;7
64951480185;2
83439769951;9
17465684106;1
39926097411;8
87392426617;6
24076590002;3
25726116390;5
91084844879;2
31695624556;10
28167851228;2
22300554179;6
81125507194;6
97806636359;4
16267592184;8
93176329627;4
26492056115;7
95164467884;3
37339151745;8
53036163817;5
64294117691;2
83795623277;1
33814102057;8
99372747770;7
66790078293;10
41431124319;8
92420802897;2
61724252017;7
46152015816;6
53971399402;10
54231854317;3
34258836107;1
31423370962;8
46123636173;9
97401573093;6
24873696966;4
61623216212;4
17808930819;7
45251301153;4
75098657759;1
50872988970;5
54630820294;2
92328627619;5
46458987779;6
45073371085;6
97920395384;3
46413744347;2
26926000418;5
89385639856;8
59411284747;2
59824475045;6
78059545516;5
32154947560;1
92629578299;10
22816971610;10
67026488885;3
38642289825;2
62543498956;3
46833913522;5
43468192295;8
67064111447;9
68643252982;4
29117185466;1
68718861533;6
66551512582;2
97003320000;3
83283869508;10
89246609632;2
46242193772;6
93898691078;7
61192332089;2
16524766071;9
37486551929;7
90041275061;5
35895534121;3
89679187421;10
83783711800;5
11693392898;1
20002884531;10
67795095132;7
51023095120;3
20224785416;5
68538756860;4
67351916255;7
87327949930;3
98400010782;3
89476575365;4
71152357674;10
74904596374;4
73954978870;5
52810596676;10
24048436813;4
85463688939;8
42802855277;5
17221785791;2
88663580043;3
18764552430;3
13499407831;1
85106537245;8
32448624123;4
94496256285;9
36073885019;7
88543748616;6
55868667404;6
13603214193;5
62517787181;3
68342635057;2
30781778474;4
52559816977;10
89889344534;10
40266860253;7
26084161171;2
35373132461;1
61279144036;10
80431725295;4
32648624133;2
63869975346;4
25884973861;1
69708857951;10
37226672274;9
26888925867;8
11066239219;3
58043412201;8
85077665463;8
25111122522;2
64944391673;5
17221785791;8
14788529795;5
74210546454;2
28684550119;10
11289492020;2
65954395374;2
25285410405;2
99401317504;2
81490627621;5
34881733730;6
20635825309;3
72546737637;1
21473818286;4
97633717533;1
54889646708;7
24398743469;3
80341440834;2
57951212536;6
98963023019;7
65287158939;1
63587193285;1
71033684248;4
68333299794;6
87685129496;7
40663541391;6
98378985571;1
50037963286;8
27621706490;4
13295924475;10
97540140824;3
87344275380;3
49537258458;3
27872399016;7
15519301655;10
72473249649;5
42000788876;2
94964243740;5
83877256900;10
45859484489;10
13255935652;2
52779406473;7
96014507472;5
92653935370;7
27814900652;4
27426618776;1
32096702271;1
60080057130;1
62041798135;4
84397170066;4
84798787120;8
73251830104;8
58632874407;7
87603596739;7
56854290314;4
24791774405;9
71605473698;9
11957916435;3
26478765224;3
46065846110;7
31814137927;8
18669370147;4
86214880670;6
13883923843;5
49733217376;9
30687036858;2
75862695198;8
90742068768;4
68488832508;3
32882619755;1
28909389029;1
79886878677;9
77199094211;9
92170710488;8
73416977421;9
31661518074;5
33808360069;8
90724017878;8
22783544606;2
69531953853;10
77878789764;1
55387995069;4
35371107306;7
53058552438;10
82115174029;3
83337866899;9
50093722757;4
56107204723;10
53490681173;8
82802295068;3
69084525040;6
99204074423;7
36341145504;9
34286941828;5
30723671664;9
97052755982;3
60950514260;10
99128818247;2
60664839478;10
79205756095;3
13269539895;7
55689308327;4
57340173080;2
26286798224;7
28656024746;6
31928707586;3
49118315244;9
83208976395;4
88342127908;2
98092317748;2
98153066492;3
16035604490;3
11146518499;9
83759318655;1
77749128022;5
50797805184;3
60445389630;8
41710251624;1
56248478738;5
10073865510;10
76181758718;4
36826723719;3
50559318652;8
82372256298;10
71377332384;4
22885043013;9
79581623607;10
99323349812;8
34233091808;5
26306746934;8
49130492105;2
42881676401;7
48705455115;2
29288416318;5
68333299794;1
97524385092;9
98443755116;2
16146141133;1
25799370856;1
91054929202;9
25183099291;10
15413363225;9
59691796810;4
85827989225;3
32781300409;3
24092603851;7
52570605217;10
97425098917;9
98949602924;1
65954395374;2
41372909854;4
12800636576;2
71635463193;2
96966072886;4
76940500440;5
72505855049;7
16684981312;2
86307759906;9
43900762291;9
24226661346;9
62137891102;7
94215212844;3
34270215419;6
41695336166;10
19537993001;7
22443867661;3
72820263269;4
35220310002;1
84754007881;6
39919498886;3
39550497258;10
72828156038;10
96193206590;8
55241556515;2
86406629695;2
48264899967;2
34913236280;9
73416977421;3
11359128099;2
96018512356;5
61407779246;2
39529975296;10
96574588830;1
83341644870;4
10559100192;6
51345071359;7
23338225054;8
44307036840;4
67316500891;2
91433001332;2
66898175841;4
30571882562;6
43199462825;9
46009249586;1
46930749764;4
65550805641;8
52265964138;6
14397983165;7
35091379128;3
69560629342;9
24031792002;1
62123017852;1
83642911338;3
89048708977;2
27866941596;6
18986557492;9
55471420329;3
23917197295;5
96021562791;5
98037259289;7
52642401532;5
66801901897;7
59717636560;5
24270471276;6
76525421950;6
92863131922;3
84246488106;1
19863686092;4
76820274004;7
79832744890;3
64350784133;4
87869998598;9
25553882669;1
26566192870;4
40627817029;10
64251821058;5
81798753837;10
69194997090;8
93030827286;7
62519047354;4
41356609317;4
95696509322;5
94828316109;3
96151403064;7
92532283153;2
33376378446;2
75310171133;2
51725324477;5
37506085486;3
19635402541;2
70731070665;10
87945380656;7
95659773340;4
93990829799;3
90647871690;5
10742953637;5
54200115994;3
91760178979;9
70118941721;9
58898336013;6
76722869726;9
75509766394;9
40144444470;6
24714779076;8
22059756605;7
48357726610;4
22158804501;2
44094063034;2
20398738067;8
56163335060;2
38334777459;2
91757794105;5
88797047036;10
83159822996;9
98171338438;8
71275076259;8
42998159988;4
66545921160;6
54249303014;2
27300245189;8
23609657808;4
22565183463;1
49303566946;6
38238254732;6
93348242039;3
57917127122;10
84603833739;4
19090874369;7
86664485635;9
19246445824;10
29584758616;10
80156763665;1
77975633215;1
54962593198;8
83125340853;6
71957979101;7
22366919940;1
98441756845;5
86179160177;3
97778105346;9
85384721881;2
59807485608;4
95498202735;3
49038423504;6
76012290577;6
61927676069;8
67335318569;7
87149367080;7
70078452052;1
42420073476;5
42973265370;8
47893598513;7
67728447391;8
66786937824;7
55430590257;6
20353304441;6
56000489173;6
84924585298;6
49905717621;2
46930749764;10
47219984783;6
22623039718;9
62454611417;8
86307759906;3
25882106915;10
89964508308;2
28888453033;2
43117224056;7
43795015231;1
42410284947;4
82484890677;3
58530130251;6
51892021079;6
26926000418;6
52110669143;8
15769327451;8
23250544514;9
17808930819;10
93068345480;5
51832044080;6
77909845627;4
97430765105;5
14593707423;6
80412997014;2
58104929304;6
84497187980;3
96374181953;3
30260331211;5
42160587776;9
93513489988;7
28010902606;9
98833107102;5
43114020796;8
21882865415;3
90535758486;5
13386183063;3
50324891594;1
93645471003;1
16113608620;4
19678120322;5
38704709588;4
83467262105;6
20989468988;5
22657905729;5
47402094690;7
78722276125;6
47825206655;8
43030441588;7
30441842457;3
38845003835;1
26287036823;7
61328445855;10
29840114463;7
10581463147;3
49475474712;7
36826723719;5
69319544607;10
31359603150;1
93780721061;6
56695207409;10
20205318642;9
49389081184;7
53036163817;1
94206993838;9
21954328557;8
38084053592;8
87229446024;3
78998163214;5
44052912346;1
39992773615;3
46413744347;9
18215738779;4
13309765382;6
43677795922;4
87327949930;6
58806580049;7
93552499188;5
24422092250;9
41027145532;2
90510227427;6
39854569828;5
22785485283;7
95705835864;5
39727349205;1
55146461366;10
28033916965;9
98292839952;9
90311890037;10
20773772188;5
80699832454;10
57233789301;2
78160410569;6
96514360223;4
54919745400;2
81348465432;6
43475295066;8
84629337562;7
33394168214;3
10641084821;3
22487929215;9
71755691752;5
41175214628;6
24321904403;4
47170604947;5
91895211761;2
69550238948;4
34281861314;2
46417350613;7
78291370538;5
37564943919;2
10767220497;5
44342756043;5
43778730817;6
56820697904;10
58156711434;8
47696308713;1
34096373436;1
14290632134;10
89028945771;6
41964010170;7
54962375898;6
15711206032;3
78160410569;6
89858056650;7
36859759926;4
36504867601;5
90041275061;3
33156510241;6
81914898861;7
10426337837;3
89024109032;2
86030876012;5
46569807326;4
95617815132;10
82859190317;10
89446589850;1
32310655713;2
34178690043;8
28459538344;4
14086551345;10
21759562081;9
40497638077;2
49877503966;6
72990369325;8
69063103129;10
41296778088;3
45019377462;6
70063365543;10
22385455109;1
67506423823;10
49786930161;5
15420252820;2
17240409828;1
25529945517;2
18875403314;4
97702727213;1
39966974996;2
41695336166;1
99077294740;1
94196881473;7
87169267557;4
47214787094;10
47776168333;2
95007155832;7
77022882287;8
62041623744;3
91597443336;10
14016979892;3
32683612756;7
70629431368;8
48911471891;7
32694297818;6
74493784005;5
74926520980;5
95473457956;1
11241098527;9
75380291734;1
91760178979;10
32821620805;7
53050315922;1
56016384657;2
75048721384;7
41194500571;6
54867397517;6
76861495817;6
22130675685;8
96377836945;5
68793320037;5
28453638675;6
96803093976;8
59506493796;6
74129106891;10
48838207738;1
14742071153;2
56820697904;4
92582046478;9
25921546922;3
11836327543;4
15609737575;10
14873210467;1
23507328895;5
57051284691;1
73796807924;10
69349139107;9
91858501409;6
60038075490;5
46970870880;8
48298033103;2
69992164526;5
66738700014;10
96171295085;6
27135756433;1
68348240417;4
75767997612;8
46294979293;3
54502895599;9
30214180293;5
98865854838;1
46821686565;1
43366242766;9
26478765224;7
98447673663;6
83709453537;2
77248811655;2
93676478898;3
84194022111;5
94522949331;10
11912335679;1
62852241935;2
67171315768;7
39150063600;4
24321904403;4
60896962256;9
60057502242;5
22714265060;3
65575313389;1
89838028921;9
50906743674;1
91073989951;2
92603885845;1
76822378358;3
36775731079;8
70660463549;8
73233048617;7
82936437037;4
63985939736;10
22371357972;2
73634175557;5
87087120611;3
54952899541;9
41634776618;5
13902661362;6
81028697040;2
48222140622;1
74715714253;7
29840114463;9
25815138350;7
79084373831;4
92676556858;2
89012159942;2
95705175700;10
91415450055;1
95981799201;6
93852996372;5
20026759095;5
78803001010;4
79359554021;6
52092275884;8
67163391378;6
49000813719;2
11875325524;9
76282760467;2
45603334947;5
34797406887;10
63558974163;1
46591456437;9
41612004899;10
38788165643;6
67087892318;1
84110658451;3
26634205117;8
71094114130;4
37928390597;8
51201394265;4
90215162542;1
93101115413;8
65817440117;8
83059984615;2
71440122880;5
93289292647;9
39890990623;9
75150825286;8
63256616847;7
15578404162;1
70842583884;9
30879134193;6
80806879728;5
67926352708;9
14524311021;3
89731089809;2
41569203993;5
56209339586;2
25621342554;9
59777341085;10
75819589453;2
57381668908;5
55071431852;10
63755704403;10
15306295519;7
29357591097;10
57192331988;5
30786915571;9
72319074514;4
97381055277;1
15944661735;7
35222505247;7
33461296524;6
46883587300;4
48740826778;6
31253287247;3
34920350060;4
23027216827;1
23532961324;2
87392569104;2
27167430699;4
90642527667;9
70792450575;8
21654397536;8
82207130967;1
41942949482;3
31044127787;5
21763454598;4
92435563281;10
89104943839;2
90515177865;10
79542935371;6
13448164755;6
32297089263;8
80392555366;7
29292432607;7
81411223549;2
79640643523;8
95873155412;9
90982101793;4
65891961203;6
66299576431;10
63933610851;7
39783150523;9
47549962000;10
43517876517;4
99585039007;6
36132349861;3
63830456152;10
36793581119;3
29823729018;1
14094543878;6
23548677744;8
55379137745;1
17855291823;7
76404240095;4
78719824879;5
55135677948;7
87093333705;1
72936174607;6
35924614560;1
12257031498;3
30736947366;10
81459236963;10
61602798685;7
62795691619;10
67506423823;10
93349318701;6
70658161747;10
94271532765;9
54348237976;6
54817945914;3
98753303387;5
37852174865;5
68945636735;8
72333409309;7
98036274794;2
89150184772;8
63087155879;4
29893947240;4
87627279044;2
40855792194;8
13440173293;4
31423370962;6
38214890044;4
72473249649;3
54817945914;1
83150787987;3
67551068222;1
87747568436;8
71544053128;3
93507270895;9
66385382456;2
96761838117;8
70202078295;1
13533788011;4
12310494172;2
91242467618;6
83186730870;6
45437597879;4
38082779640;4
80245157757;9
62195946564;3
38642289825;6
61118519017;8
53450431498;2
21244671225;6
25396258264;10
54578295291;3
74760474343;2
39818046793;8
19260291761;7
54480970586;10
31413014106;2
59924053539;3
12883697596;1
97793949242;8
42514106774;8
30761456371;10
61709752548;7
20958134403;3
55957229773;3
71675493717;4
23131690625;5
10559100192;4
56184643286;6
83653189686;8
17682186596;5
13533788011;2
11161746355;8
33663375310;9
86534590870;4
73945053988;7
25875554632;6
58158327823;9
45307918904;5
96234621331;8
60538555804;9
55185030731;5
79321289092;10
55549049886;4
95764365674;5
86901283154;9
82165061002;10
65402370748;9
47102905090;5
10969942873;1
24453207256;9
19381330532;7
98575267277;3
56209339586;8
56965590366;10
24025192621;3
76251885407;7
62667597277;10
27392294209;5
64678138659;9
49159580430;9
43468192295;10
31486560977;8
29860371028;8
84982441856;8
50907380825;1
81440396777;2
67240642031;4
13951081366;5
69550238948;9
84051009544;5
97793949242;7
18707082555;2
86658314539;4
91877407410;4
36743230208;1
49674713623;2
90548682235;8
99907623003;5
49076289687;7
14446286588;5
47683502887;3
72505855049;2
18305618710;4
79925167643;9
33647290942;1
42738557824;6
44323068602;9
47578927052;4
57796856755;3
26041791450;1
76578201816;2
85211223386;3
85000524611;1
15296684790;7
22282313958;10
16113608620;10
56132784202;2
63732679112;9
30619720195;10
55773087705;2
96971017058;6
30026387005;4
56772837030;2
36850819922;1
86217439298;5
18353974405;10
87630741314;4
88748584952;9
20735608964;4
62554125237;4
90133621027;10
50371843390;7
31523689940;5
90259849907;3
79886878677;2
19479994571;7
13234621349;10
92841964511;5
25580731731;10
39025783882;5
61400351850;1
37691314500;10
46918787648;3
66709262681;4
25099991488;10
15951953603;3
41624334675;9
49414418271;1
44860574481;10
31413143159;5
52979731659;6
48287588258;2
80496383272;3
78497829863;10
85769817969;1
46413744347;5
37110918565;6
73837022687;7
69695024727;5
78284966838;2
32190573207;3
96071904557;5
29879409221;5
70615669344;8
75428863929;8
32310655713;10
77709863853;5
99334586047;6
95184017128;8
66895126883;2
54620256925;8
76627162662;2
23846748151;5
18234648469;4
23609657808;4
30629982945;9
76121838777;10
26792584531;3
43342168324;10
22990109407;8
82586339667;2
24887087250;3
45198770362;9
48138570006;6
86880760801;4
52387504758;6
51588480066;3
33209497866;6
91877407410;1
22158804501;1
66890962558;6
91654183069;1
63942778515;6
40142446362;8
45714615668;2
92463841163;7
10742953637;9
21549913438;10
61483555699;7
86996022674;1
27309094620;4
85748221035;5
17809739229;4
89677524201;7
31001846877;1
48978580140;9
78667719445;7
23917197295;3
99724403597;2
18215738779;2
77849053647;10
78614256998;10
14290632134;9
90300764763;10
21334058684;6
64218808820;2
89896639106;9
74701148918;9
26217504808;5
75643798325;7
13449847651;9
93452723762;8
54672860973;5
49412945867;9
35101587866;6
66229044611;8
43677795922;1
40531389472;1
11878826863;3
26016276789;9
25324593753;7
